datetime,ur/h,usv/h,t,p0,humid,windspd,Td,rrr,mm24,mm48
14.06.19 21:00,122.19,0.61,23.8,733.7,51,2,13.1,0,0,0
15.06.19 00:00,116.24,0.58,20.5,734,70,2,14.7,0,0,0
15.06.19 03:00,116.56,0.59,18.2,733.5,83,2,15.3,0,0,0
15.06.19 06:00,119.16,0.58,18.6,733.6,82,3,15.4,0,0,0
15.06.19 09:00,118.97,0.61,25.1,733.6,58,4,16.2,0,0,0
15.06.19 12:00,122.24,0.62,29.5,732.6,35,5,12.6,0,0,0
15.06.19 15:00,125,0.63,31.5,731.3,28,4,11.1,0,0,0
15.06.19 18:00,127.73,0.63,29.9,731.2,35,3,13,0,0,3
15.06.19 21:00,124.17,0.62,25.1,731.4,54,1,15.1,0,0,3
16.06.19 00:00,124.75,0.62,21.3,731.5,70,1,15.6,0,0,3
16.06.19 03:00,125.99,0.62,19,730.9,62,2,11.5,0,0,3
16.06.19 06:00,119.92,0.6,17.9,730.6,70,0,12.4,0,0,3
16.06.19 09:00,115.67,0.57,28.5,730.3,29,2,8.8,0,0,3
16.06.19 12:00,114.59,0.58,32.7,730,21,3,7.6,0,0,3
16.06.19 15:00,117.89,0.59,32.1,729.5,22,2,7.5,0,0,3
16.06.19 18:00,118.43,0.58,29.1,729.7,29,2,9.1,0,3,3
16.06.19 21:00,119.32,0.61,22.5,729.6,55,1,13.1,0,3,3
17.06.19 00:00,125.22,0.64,18.6,728.8,71,1,13.3,0,3,3
17.06.19 03:00,128.87,0.63,19.1,729.4,66,1,12.5,0,3,3
17.06.19 06:00,127.51,0.66,20.5,729.9,60,2,12.4,0,3,3
17.06.19 09:00,126.02,0.61,28.5,730,38,2,13,0,3,3
17.06.19 12:00,117.32,0.58,33.4,729.6,26,2,11.2,0,3,3
17.06.19 15:00,116.91,0.6,22,730.2,78,2,18,0,3,3
17.06.19 18:00,114.4,0.55,22.8,730.6,66,1,16,3,3,3
17.06.19 21:00,103.98,0.5,21.6,730.9,60,3,13.4,0,0,0
18.06.19 00:00,99.67,0.5,18.7,730.9,74,1,13.9,0,0,0
18.06.19 03:00,97.35,0.5,16.5,730.9,83,1,13.5,0,0,0
18.06.19 06:00,101.57,0.51,17.4,731.8,81,1,14.1,0,0,0
18.06.19 09:00,106.27,0.54,27,731.8,44,1,13.7,0,0,0
18.06.19 12:00,111.06,0.54,32,731.2,25,2,9.8,0,0,0
18.06.19 15:00,108.08,0.56,33.4,730.2,22,1,8.8,0,0,0
18.06.19 18:00,114.75,0.58,32.3,730.1,21,1,7.5,0,0,0
18.06.19 21:00,116.36,0.58,25.2,730.6,46,1,12.8,0,0,0
19.06.19 00:00,114.49,0.58,19.1,730.6,68,1,13,0,0,0
19.06.19 03:00,114.62,0.56,16.6,730.6,80,0,13.1,0,0,0
19.06.19 06:00,111.79,0.58,17.8,730.8,75,1,13.3,0,0,0
19.06.19 09:00,115.32,0.58,29.6,730.5,33,1,11.7,0,0,0
19.06.19 12:00,117.32,0.58,34.8,730,16,2,5.1,0,0,0
19.06.19 15:00,116.3,0.56,34.1,729.4,16,3,5.2,0,0,0
19.06.19 18:00,115.64,0.59,34.2,729.1,14,2,3.3,0,0,0
19.06.19 21:00,116.68,0.59,23.7,729.7,43,0,10.2,0,0,0
20.06.19 00:00,120.59,0.6,19.6,729.7,55,1,10.3,0,0,0
20.06.19 03:00,117.76,0.58,17,729.7,69,1,11.3,0,0,0
20.06.19 06:00,117.1,0.58,17.8,730.3,67,1,11.5,0,0,0
20.06.19 09:00,115.06,0.59,29,730.3,30,1,9.8,0,0,0
20.06.19 12:00,116.08,0.58,35.7,729.4,15,4,5.3,0,0,0
20.06.19 15:00,119.25,0.6,34.9,728.6,14,4,3.7,0,0,0
20.06.19 18:00,115.41,0.57,32.5,728.8,20,3,6.9,0,0,0
20.06.19 21:00,116.62,0.58,25.7,729.1,40,1,11.2,0,0,0
21.06.19 00:00,115.92,0.6,23,729.3,50,2,12,0,0,0
21.06.19 03:00,119.24,0.6,21.4,730.3,57,2,12.4,0,0,0
21.06.19 06:00,119,0.58,21.5,731.9,56,2,12.3,0,0,0
21.06.19 09:00,112.9,0.57,23.3,732.4,59,2,14.7,0,0,0
21.06.19 12:00,116.37,0.57,29.7,732.2,37,3,13.6,0,0,0
21.06.19 15:00,113.22,0.57,29.2,732.1,31,3,10.6,0,0,0
21.06.19 18:00,114.78,0.57,27.8,732.3,28,2,7.4,0,0,0
21.06.19 21:00,113.79,0.58,23,732.8,48,1,11.5,0,0,0
22.06.19 00:00,116.21,0.58,20.7,732.9,57,1,11.9,0,0,0
22.06.19 03:00,112.46,0.57,19.4,732.6,65,1,12.5,0,0,0
22.06.19 06:00,115.95,0.57,20.8,733.2,64,2,13.6,0,0,0
22.06.19 09:00,114.08,0.58,28.4,733.3,39,3,13.3,0,0,0
22.06.19 12:00,117.57,0.58,?,?,?,4,?,0,0,0
22.06.19 15:00,114.11,0.56,34.3,732.1,17,4,5.9,0,0,0
22.06.19 18:00,113.67,0.57,30.3,731.8,30,2,10.7,0,0,0
22.06.19 21:00,110.97,0.56,25.7,731.9,49,2,14.1,0,0,0
23.06.19 00:00,113.73,0.56,22.1,732.1,59,1,13.6,0,0,0
23.06.19 03:00,114.52,0.56,18.5,732.2,74,0,13.8,0,0,0
23.06.19 06:00,112.71,0.57,18.6,732.9,74,1,13.9,0,0,2
23.06.19 09:00,111.51,0.56,30.5,733,34,3,13,0,0,2
23.06.19 12:00,112.46,0.56,34.7,732,24,4,11.6,0,0,2
23.06.19 15:00,110.05,0.55,36.6,731.3,19,4,9.3,0,0,2
23.06.19 18:00,110.46,0.55,32.5,731.2,26,3,10.6,0,0,2
23.06.19 21:00,113.13,0.57,25.3,732.6,59,2,16.8,0,0,2
24.06.19 00:00,111.67,0.56,22.5,732.3,69,1,16.5,0,0,2
24.06.19 03:00,108.97,0.56,20,732.3,78,2,16,0,0,2
24.06.19 06:00,115.43,0.57,22.6,733.3,64,2,15.3,0,2,4
24.06.19 09:00,112.9,0.57,25.9,733.8,49,3,14.4,0,2,4
24.06.19 12:00,110.24,0.56,30,732.8,35,1,12.9,0,2,4
24.06.19 15:00,116.33,0.57,32.1,732.7,30,1,12.6,0,2,4
24.06.19 18:00,112.43,0.56,32.8,732.1,29,1,12.5,0,2,4.3
24.06.19 21:00,110.75,0.55,26.5,733.5,45,0,13.7,0,2,4.3
25.06.19 00:00,111.32,0.55,14.3,733.6,100,1,14.3,0,2,4.3
25.06.19 03:00,105.1,0.53,21.1,735,79,1,17.3,0,2,4.3
25.06.19 06:00,108.02,0.54,22.5,735.2,72,1,17.2,2,4,4.3
25.06.19 09:00,109,0.55,28.4,735.8,49,1,16.8,0,2,2.3
25.06.19 12:00,107.7,0.54,34.3,733.7,27,2,13,0,2,2.3
25.06.19 15:00,109.7,0.54,34.6,733.2,24,2,11.5,0,2,2.3
25.06.19 18:00,108.3,0.55,33.6,733.2,25,1,11.2,0,2.3,2.3
25.06.19 21:00,111.7,0.57,26.6,734.5,52,4,15.8,0,2.3,2.3
26.06.19 00:00,112.14,0.56,22.1,734.7,76,1,17.7,0,2.3,2.3
26.06.19 03:00,112.27,0.55,21.1,735,79,1,17.3,0,2.3,2.3
26.06.19 06:00,108.08,0.54,22.5,735.2,72,1,17.2,2,2.3,2.3
26.06.19 09:00,111.13,0.56,28.4,735.8,49,1,16.8,0,0.3,0.3
26.06.19 12:00,114.11,0.57,30.5,735.7,34,2,13.1,0,0.3,0.3
26.06.19 15:00,117.67,0.58,33.9,734.5,23,2,9.7,0,0.3,0.3
26.06.19 18:00,112.65,0.57,30.6,734,31,3,11.5,0.3,0.3,0.3
26.06.19 21:00,116.78,0.59,25.3,734.7,52,1,14.8,0,0,0
27.06.19 00:00,120.65,0.62,22.8,734.2,63,0,15.3,0,0,0
27.06.19 03:00,123.06,0.6,19.6,733,78,1,15.7,0,0,0
27.06.19 06:00,116.3,0.57,20.6,733,76,2,16.2,0,0,3
27.06.19 09:00,111.48,0.56,29,732.9,47,2,16.5,0,0,3
27.06.19 12:00,116.84,0.58,35.3,730,22,1,10.8,0,0,3
27.06.19 15:00,112.55,0.57,33.8,729,25,3,11,0,0,3
27.06.19 18:00,117.03,0.59,33.8,729,25,3,11,0,0,8
27.06.19 21:00,120.4,0.62,26.6,728.9,46,6,14.1,0,0,8
28.06.19 00:00,123.6,0.61,24.9,728.5,56,2,15.6,0,0,8
28.06.19 03:00,128.75,0.65,23.1,727.9,63,1,15.7,0,0,8
28.06.19 06:00,128.3,0.64,23,728,68,3,16.7,0,3,13
28.06.19 09:00,131.32,0.65,29.1,727.3,32,2,10.7,0,3,13
28.06.19 12:00,122.75,0.6,32.8,725.5,25,1,10.2,0,3,13
28.06.19 15:00,121.41,0.62,34.2,724,23,1,10.3,0,3,13
28.06.19 18:00,126.62,0.63,20,726.7,83,5,17,0,8,13.3
28.06.19 21:00,122.05,0.6,19.2,726.4,89,3,17.3,0,8,13.3
29.06.19 00:00,118.21,0.6,19.8,727.6,86,1,17.4,0,8,13.3
29.06.19 03:00,121.12,0.61,19.7,727.1,86,1,17.3,0,8,13.3
29.06.19 06:00,118.62,0.58,19.7,727,87,1,17.4,3,13,14.1
29.06.19 09:00,112.43,0.57,23.3,727.2,64,2,16.2,0,10,11.1
29.06.19 12:00,115.03,0.57,23,727.2,55,3,13.5,0,10,11.1
29.06.19 15:00,114.62,0.58,19,728.1,79,2,15.2,0,10,11.1
29.06.19 18:00,114.24,0.57,18.5,728.5,86,1,16.1,5,10.3,11.1
29.06.19 21:00,116.37,0.58,17,729.6,85,1,14.5,0,5.3,6.1
30.06.19 00:00,114.39,0.58,16.5,729.8,89,2,14.7,0,5.3,6.1
30.06.19 03:00,117.35,0.58,15.2,730.4,88,4,13.2,0,5.3,6.1
30.06.19 06:00,115.03,0.57,15.4,730.8,84,1,12.6,5,6.1,6.1
30.06.19 09:00,112.27,0.55,19.5,730.7,59,2,11.2,0,1.1,1.1
30.06.19 12:00,113.53,0.56,20.5,731,44,2,7.8,0,1.1,1.1
30.06.19 15:00,110.21,0.56,17.7,731.5,68,3,11.6,0,1.1,1.1
30.06.19 18:00,114.81,0.58,18.5,732.4,53,2,8.8,0.3,1.1,1.1
30.06.19 21:00,114.02,0.57,15.6,733.7,57,3,7.1,0,0.8,0.8
01.07.19 00:00,117.03,0.57,12.9,734.5,70,3,7.5,0,0.8,0.8
01.07.19 03:00,114.43,0.58,10.4,734.8,81,1,7.2,0,0.8,0.8
01.07.19 06:00,117.86,0.59,11.7,735.4,78,1,7.9,0.8,0.8,0.8
01.07.19 09:00,116.62,0.58,20.5,735.1,35,5,4.6,0,0,0
01.07.19 12:00,116.71,0.59,24.4,734.3,24,5,2.8,0,0,0
01.07.19 15:00,120.68,0.59,24.8,734.1,30,6,5.8,0,0,0
01.07.19 18:00,118.46,0.6,25,734,30,6,6.4,0,0,0
01.07.19 21:00,118.2,0.59,21.7,735.4,46,5,9.5,0,0,0
02.07.19 00:00,118.72,0.6,20.3,736.1,50,4,9.4,0,0,0
02.07.19 03:00,119.44,0.61,16.2,736.7,66,1,9.9,0,0,0
02.07.19 06:00,119,0.57,17.1,736.6,64,2,10.2,0,0,0
02.07.19 09:00,112.3,0.57,26.3,735.7,34,2,9.4,0,0,0
02.07.19 12:00,117.92,0.59,30.6,734.4,24,1,7.5,0,0,0
02.07.19 15:00,117.7,0.59,32.6,733.4,21,2,7.7,0,0,0
02.07.19 18:00,120.33,0.6,32.3,732.4,22,1,7.9,0,0,10
02.07.19 21:00,113.89,0.56,23.1,732.6,48,0,11.5,0,0,10
03.07.19 00:00,112.62,0.57,18.2,732.4,71,1,12.9,0,0,10
03.07.19 03:00,113.76,0.57,16.6,732.4,76,1,12.4,0,0,10
03.07.19 06:00,113.76,0.57,17.9,732.9,72,1,12.7,0,0,10
03.07.19 09:00,113.38,0.56,28.6,732.1,37,1,12.3,0,0,10
03.07.19 12:00,113.6,0.57,33.3,731,23,2,9.7,0,0,10
03.07.19 15:00,111.91,0.56,35.5,730.4,18,2,8,0,0,10
03.07.19 18:00,113.54,0.58,33.6,730.3,22,1,8.9,0,10,12
03.07.19 21:00,115.25,0.56,28.4,731.1,38,3,12.8,0,10,12
04.07.19 00:00,109.16,0.55,23.7,732.1,52,1,13.3,0,10,12
04.07.19 03:00,111.38,0.56,21.5,732.5,59,1,13,0,10,12
04.07.19 06:00,115.67,0.58,21.8,732.7,60,2,13.6,0,10,12
04.07.19 09:00,111.92,0.56,29.4,732.7,40,3,14.4,0,10,12
04.07.19 12:00,115.19,0.57,34.3,732.1,27,1,13,0,10,12
04.07.19 15:00,115.16,0.58,24,731.7,75,2,19.2,0,10,12
04.07.19 18:00,116.14,0.57,?,732.2,?,3,17.8,10,12,46
04.07.19 21:00,112.81,0.56,20.7,734.2,64,4,13.5,0,2,36
05.07.19 00:00,113.51,0.58,19.9,732.9,65,5,13.2,0,2,36
05.07.19 03:00,115.51,0.57,19.2,732.3,73,1,14.2,0,2,36
05.07.19 06:00,114.05,0.57,20,733.6,73,2,14.9,0,2,41
05.07.19 09:00,113.86,0.57,23.4,733.6,61,2,15.4,0,2,41
05.07.19 12:00,111.99,0.58,24.4,732.6,62,6,16.7,0,2,41
05.07.19 15:00,113.1,0.56,24.8,732,61,2,16.8,0,2,41
05.07.19 18:00,112.02,0.56,19.8,732.7,81,3,16.5,2,36,41
05.07.19 21:00,114.11,0.57,19.3,732.4,85,0,16.7,0,34,39
06.07.19 00:00,114.97,0.58,19.1,731.8,89,0,17.2,0,34,39
06.07.19 03:00,115.25,0.57,16.8,731,93,0,15.6,0,34,39
06.07.19 06:00,115.06,0.56,16.9,730.9,94,1,15.9,0,39,39
06.07.19 09:00,112.01,0.55,25.5,730.2,53,1,15.2,0,39,39
06.07.19 12:00,110.21,0.56,29.6,729.1,33,2,11.8,0,39,39
06.07.19 15:00,114.75,0.58,29.9,728.2,32,2,11.6,0,39,39
06.07.19 18:00,112.67,0.57,18,729.7,95,4,17.1,34,39,39
06.07.19 21:00,117.13,0.59,19.8,730.2,79,4,16,0,5,5
07.07.19 00:00,120.27,0.61,19.3,730.9,86,1,16.8,0,5,5
07.07.19 03:00,122.56,0.6,19.3,731.6,82,2,16.2,0,5,5
07.07.19 06:00,118.46,0.6,19.2,732.1,82,1,16.1,5,5,5
07.07.19 09:00,117.51,0.59,25.3,731.8,47,0,13,0,0,0
07.07.19 12:00,116.43,0.58,29.6,731.2,28,1,9.2,0,0,0
07.07.19 15:00,121,0.61,31,730.4,27,2,9.9,0,0,0
07.07.19 18:00,115.32,0.56,30.2,730,26,3,8.9,0,0,0
07.07.19 21:00,113.92,0.58,23.7,730.5,55,1,14,0,0,0
08.07.19 00:00,111.95,0.56,18.6,730,78,1,14.6,0,0,0
08.07.19 03:00,112.75,0.56,16.5,730,87,0,14.4,0,0,0
08.07.19 06:00,112.33,0.56,17.8,729.8,81,1,14.5,0,0,0
08.07.19 09:00,111.66,0.57,26.8,729.4,42,1,12.9,0,0,0
08.07.19 12:00,111.76,0.55,31.9,728.3,31,3,12.8,0,0,0
08.07.19 15:00,110.58,0.55,33.6,727.3,26,3,11.8,0,0,0
08.07.19 18:00,109.06,0.55,32.3,726.9,28,2,11.4,0,0,0
08.07.19 21:00,112.62,0.55,25.5,727.3,54,1,15.6,0,0,0
09.07.19 00:00,110.27,0.54,24.1,728.2,59,3,15.6,0,0,0
09.07.19 03:00,107.48,0.55,23,733.8,57,4,14,0,0,0
09.07.19 06:00,108.74,0.55,22.1,729.7,58,4,13.4,0,0,0
09.07.19 09:00,115.92,0.56,24,730.1,42,3,10.3,0,0,0
09.07.19 12:00,107.32,0.55,30.6,729.7,32,2,12,0,0,0
09.07.19 15:00,112.78,0.57,28.9,730,32,2,10.7,0,0,0
09.07.19 18:00,113.57,0.57,25.6,730.3,47,1,13.6,0,0,0
09.07.19 21:00,113.76,0.57,23.2,731.5,54,4,13.4,0,0,0
10.07.19 00:00,113.16,0.57,21.6,731.5,59,1,13.3,0,0,0
10.07.19 03:00,113.28,0.57,19.6,731.6,55,3,10.2,0,0,0
10.07.19 06:00,114.43,0.56,18.4,731.1,62,0,11,0,0,2
10.07.19 09:00,108.14,0.54,24.8,730.3,32,1,6.8,0,0,2
10.07.19 12:00,109.44,0.55,27.8,729.1,28,1,7.7,0,0,2
10.07.19 15:00,113.92,0.58,29.8,728.1,27,2,9,0,0,2
10.07.19 18:00,109.98,0.55,28.8,727.9,29,2,9.2,0,0,5
10.07.19 21:00,116.05,0.58,24.9,728.3,48,1,13.1,0,0,5
11.07.19 00:00,112.56,0.56,19.6,727.6,72,0,14.4,0,0,5
11.07.19 03:00,112.49,0.57,17.3,727.2,80,1,13.8,0,0,5
11.07.19 06:00,113.54,0.56,17.7,727.2,72,0,12.5,0,2,5
11.07.19 09:00,110.43,0.56,25.6,726.4,40,1,11,0,2,5
11.07.19 12:00,111.09,0.54,29.3,725.4,32,3,11,0,2,5
11.07.19 15:00,110.87,0.55,21.7,724.3,51,2,11.2,0,2,5
11.07.19 18:00,111.7,0.56,29.1,725.1,35,3,12.2,0,5,9
11.07.19 21:00,111.13,0.55,20.5,726.9,65,2,13.7,0,5,9
12.07.19 00:00,109.95,0.56,18.4,726.7,72,2,13.2,0,5,9
12.07.19 03:00,113.16,0.56,17.6,725.7,74,1,12.9,0,5,9
12.07.19 06:00,111.06,0.55,16,725.8,91,2,14.6,2,5,9.8
12.07.19 09:00,112.24,0.56,15.7,727.5,93,3,14.5,0,3,7.8
12.07.19 12:00,108.94,0.56,17.7,728.1,82,1,14.6,0,3,7.8
12.07.19 15:00,112.46,0.56,18.8,729.5,73,2,13.8,0,3,7.8
12.07.19 18:00,113.03,0.56,19.5,730.1,65,1,12.7,3,7,8.1
12.07.19 21:00,113.09,0.58,15.6,730.8,82,1,12.6,0,4,5.1
13.07.19 00:00,116.57,0.57,13.8,730.8,91,0,12.4,0,4,5.1
13.07.19 03:00,111.92,0.57,13.9,730.2,93,0,12.7,0,4,5.1
13.07.19 06:00,116.62,0.58,15.2,729.9,91,1,13.8,0,4.8,5.1
13.07.19 09:00,115.57,0.58,18.6,730.5,74,1,13.8,0,4.8,5.1
13.07.19 12:00,117.22,0.58,17.8,730.7,90,2,16.2,0,4.8,5.1
13.07.19 15:00,114.3,0.57,22,730.2,62,2,14.4,0,4.8,5.1
13.07.19 18:00,113.38,0.57,21.2,730.5,66,2,14.6,4,5.1,5.1
13.07.19 21:00,116.3,0.59,18,731.5,85,0,15.4,0,1.1,1.1
14.07.19 00:00,122.68,0.6,16.9,731.4,89,1,15,0,1.1,1.1
14.07.19 03:00,116.11,0.56,16.6,730.8,80,1,13.1,0,1.1,1.1
14.07.19 06:00,112.46,0.58,16.2,731.5,90,1,14.6,0.8,1.1,27.1
14.07.19 09:00,114.55,0.56,18.4,731.7,74,1,13.6,0,0.3,26.3
14.07.19 12:00,110.4,0.55,22.7,731.5,50,1,11.8,0,0.3,26.3
14.07.19 15:00,111.57,0.56,24.9,730.6,40,2,10.2,0,0.3,26.3
14.07.19 18:00,115.09,0.57,24.4,730.2,44,2,11.4,0.3,0.3,26.3
14.07.19 21:00,112.84,0.57,20,730.3,63,1,12.7,0,0,26
15.07.19 00:00,112.87,0.55,17.3,729.3,75,2,12.7,0,0,26
15.07.19 03:00,112.43,0.57,15.6,728.5,82,2,12.5,0,0,26
15.07.19 06:00,113.98,0.56,16.3,728,83,2,13.4,0,26,26
15.07.19 09:00,108.9,0.55,23.9,727.7,41,6,9.9,0,26,26
15.07.19 12:00,108.87,0.55,28.8,726.4,28,5,8.4,0,26,26
15.07.19 15:00,112.97,0.57,30,724.9,28,5,9.4,0,26,26
15.07.19 18:00,109.16,0.54,27,725,38,3,11.4,0,26,26
15.07.19 21:00,109.57,0.55,17.3,727.9,94,3,16.4,0,26,26
16.07.19 00:00,109.95,0.55,18,727.3,95,1,17.1,0,26,26
16.07.19 03:00,108.57,0.54,18.2,727.1,93,1,17.1,0,26,26
16.07.19 06:00,110.55,0.57,17.4,727.6,93,2,16.2,26,26,26
16.07.19 09:00,113.38,0.57,21,728,72,1,15.7,0,0,0
16.07.19 12:00,112.05,0.56,24.9,727.9,56,2,15.4,0,0,0
16.07.19 15:00,110.55,0.55,27.6,727.2,45,1,14.7,0,0,0
16.07.19 18:00,109.22,0.54,24.9,727.8,63,0,17.3,0,0,0
16.07.19 21:00,110.33,0.55,21,730,74,2,16.1,0,0,0
17.07.19 00:00,108.97,0.54,19.9,730.7,69,2,14,0,0,0
17.07.19 03:00,109.95,0.55,17.5,730.5,76,3,13.1,0,0,0
17.07.19 06:00,112.43,0.56,17.3,731.2,81,1,14,0,0,0
17.07.19 09:00,109.06,0.54,22.4,730.9,56,1,13.2,0,0,0
17.07.19 12:00,111.79,0.56,26.1,729.6,40,1,11.3,0,0,0
17.07.19 15:00,114.02,0.57,27.5,729,38,2,12.1,0,0,0
17.07.19 18:00,110.84,0.56,26.6,728.8,43,3,13.1,0,0,0.8
17.07.19 21:00,110.74,0.55,23.9,729.1,51,2,13.1,0,0,0.8
18.07.19 00:00,111.99,0.57,21.2,728.2,66,2,14.5,0,0,0.8
18.07.19 03:00,111.86,0.56,19,727.8,74,1,14.3,0,0,0.8
18.07.19 06:00,111.89,0.54,19,728.5,81,0,15.6,0,0,29.8
18.07.19 09:00,111.79,0.57,25.4,727.9,56,2,15.9,0,0,29.8
18.07.19 12:00,112.34,0.56,28.1,727.9,42,2,13.9,0,0,29.8
18.07.19 15:00,112.11,0.57,29.2,728.2,41,2,14.7,0,0,29.8
18.07.19 18:00,113.6,0.57,24.2,729.3,64,4,17,0,0.8,29.8
18.07.19 21:00,114.78,0.57,21.3,730.9,79,0,17.4,0,0.8,29.8
19.07.19 00:00,113.22,0.56,18.6,730.9,87,0,16.4,0,0.8,29.8
19.07.19 03:00,111.48,0.56,17.2,731.8,92,1,15.8,0,0.8,29.8
19.07.19 06:00,116.29,0.57,18.5,733,91,1,17,0,29.8,29.8
19.07.19 09:00,112.4,0.55,22.9,733.4,65,1,15.9,0,29.8,29.8
19.07.19 12:00,107.89,0.56,26.7,733,49,1,15.1,0,29.8,29.8
19.07.19 15:00,107.51,0.54,26.3,733,55,2,16.5,0,29.8,29.8
19.07.19 18:00,110.14,0.54,21.7,733.5,83,1,18.7,0.8,29.8,29.8
19.07.19 21:00,110.14,0.56,18.9,735.4,95,2,18,0,29,29
20.07.19 00:00,109.57,0.55,18.4,735.2,95,1,17.5,0,29,29
20.07.19 03:00,108.94,0.52,18.8,735.6,94,0,17.8,0,29,29
20.07.19 06:00,100.24,0.52,19,736.5,94,2,18,29,29,36
20.07.19 09:00,104.56,0.53,22.2,736.9,78,0,18.1,0,0,7
20.07.19 12:00,109.51,0.54,26.7,736.3,55,2,16.9,0,0,7
20.07.19 15:00,109.32,0.55,27.1,736,51,1,16.1,0,0,7
20.07.19 18:00,108.9,0.53,26.9,735.8,53,2,16.4,0,0,7.8
20.07.19 21:00,103.6,0.52,23.9,735.8,69,1,17.9,0,0,7.8
21.07.19 00:00,101.89,0.5,20.6,735.5,85,0,17.9,0,0,7.8
21.07.19 03:00,100.71,0.5,19.5,735.1,90,0,17.8,0,0,7.8
21.07.19 06:00,100.27,0.51,20.4,735,91,1,18.8,0,7,11.8
21.07.19 09:00,104.62,0.53,27.9,733.9,54,5,17.6,0,7,11.8
21.07.19 12:00,101.98,0.49,29.7,733,45,4,16.6,0,7,11.8
21.07.19 15:00,97.13,0.48,32.4,731.9,32,4,13.8,0,7,11.8
21.07.19 18:00,98.33,0.5,30.8,731.5,42,1,16.4,0,7.8,14.8
21.07.19 21:00,96.94,0.49,26.6,732,54,2,16.6,0,7.8,14.8
22.07.19 00:00,96.24,0.48,20.4,733.1,89,1,18.6,0,7.8,14.8
22.07.19 03:00,99.13,0.5,18.7,734.6,88,5,16.6,0,7.8,14.8
22.07.19 06:00,97.57,0.48,17.6,734.8,92,3,16.2,7,11.8,15.6
22.07.19 09:00,91.86,0.47,18.7,734.5,89,4,16.8,0,4.8,8.6
22.07.19 12:00,94.05,0.47,20.5,734.7,80,4,17,0,4.8,8.6
22.07.19 15:00,95.57,0.47,20.6,735.1,77,2,16.5,0,4.8,8.6
22.07.19 18:00,91.44,0.45,19.5,735.1,89,1,17.6,0.8,7.8,14.6
22.07.19 21:00,92.94,0.48,19.4,735.1,91,1,17.8,0,7,13.8
23.07.19 00:00,94.94,0.46,19.2,734.5,91,0,17.6,0,7,13.8
23.07.19 03:00,92.78,0.47,17.8,733.9,89,1,16,0,7,13.8
23.07.19 06:00,92.11,0.46,17.6,733.3,93,2,16.5,4,7.8,15.8
23.07.19 09:00,97.19,0.47,19.2,733,93,2,18,0,3.8,11.8
23.07.19 12:00,94.78,0.49,22.8,732.2,72,2,17.5,0,3.8,11.8
23.07.19 15:00,97.38,0.49,22.1,731.7,67,3,15.7,0,3.8,11.8
23.07.19 18:00,99.29,0.51,20,732.1,89,1,18.2,3,9.8,12.1
23.07.19 21:00,102.52,0.52,18.8,731.7,89,2,16.9,0,6.8,9.1
24.07.19 00:00,107.86,0.53,17.2,730.7,88,1,15.2,0,6.8,9.1
24.07.19 03:00,105.25,0.53,16.9,730.3,90,3,15.2,0,6.8,9.1
24.07.19 06:00,105.16,0.54,16.5,730.4,94,0,15.6,0.8,8.8,14.1
24.07.19 09:00,109.13,0.53,18.2,730,93,1,17.1,0,8,13.3
24.07.19 12:00,104.94,0.53,23.5,729.4,77,3,19.2,0,8,13.3
24.07.19 15:00,107.03,0.54,25.8,729.2,61,3,17.6,0,8,13.3
24.07.19 18:00,111.6,0.57,24.2,729.7,72,2,18.9,6,8.3,13.3
24.07.19 21:00,113.25,0.56,21.2,730.9,90,0,19.4,0,2.3,7.3
25.07.19 00:00,110.15,0.55,19.9,730.2,92,1,18.5,0,2.3,7.3
25.07.19 03:00,108.3,0.55,18.5,730.1,93,1,17.3,0,2.3,7.3
25.07.19 06:00,110.17,0.55,19,730.7,94,1,18,2,7.3,7.3
25.07.19 09:00,111.79,0.54,21.5,730.8,82,0,18.2,0,5.3,5.3
25.07.19 12:00,109.57,0.55,21.6,730.2,69,3,15.6,0,5.3,5.3
25.07.19 15:00,109.76,0.55,26,730.2,58,1,17.1,0,5.3,5.3
25.07.19 18:00,111.48,0.56,25.3,730,61,1,17.1,0.3,5.3,5.3
25.07.19 21:00,104.75,0.52,18.9,732.1,90,3,17.2,0,5,5
26.07.19 00:00,110.81,0.55,17.6,731.8,87,1,15.4,0,5,5
26.07.19 03:00,107.19,0.54,17,731.7,81,1,13.6,0,5,5
26.07.19 06:00,111.1,0.54,16.3,731.7,87,1,14.2,5,5,5
26.07.19 09:00,103.73,0.52,24.4,731.8,51,3,13.7,0,0,0
26.07.19 12:00,104.08,0.52,25,731.1,50,1,13.9,0,0,0
26.07.19 15:00,104.62,0.53,28.2,730.5,35,4,11.1,0,0,0
26.07.19 18:00,107.54,0.54,24.9,730.6,42,4,11.1,0,0,0
26.07.19 21:00,107.89,0.54,21.8,731.3,52,3,11.6,0,0,0
27.07.19 00:00,106.37,0.52,17.2,730.7,78,1,13.4,0,0,0
27.07.19 03:00,104.14,0.53,17.9,729.9,67,1,11.6,0,0,0
27.07.19 06:00,106.78,0.54,17.2,729.8,72,2,12,0,0,0
27.07.19 09:00,110.49,0.56,23.7,729.3,49,4,12.3,0,0,0
27.07.19 12:00,113.32,0.56,26.8,728.2,39,5,11.8,0,0,0
27.07.19 15:00,110.62,0.55,28.3,727.3,33,6,10.5,0,0,0
27.07.19 18:00,109.98,0.55,24.2,728.2,52,3,13.7,0,0,0
27.07.19 21:00,113.29,0.57,21,729.3,70,2,15.4,0,0,0
