datetime,t,p0,humid,windspd,Td,rrr,mm24,mm48
29.11.2019 18:00,5.7,678.4,77,3,2.0,0,0,0
29.11.2019 21:00,3.9,678.0,75,1,-0.2,0,0,0
30.11.2019 00:00,3.4,676.7,72,1,-1.2,0,0,0
30.11.2019 03:00,3.7,675.4,68,1,-1.8,0,0,0
30.11.2019 06:00,4.1,674.7,62,2,-2.7,0,0,0
30.11.2019 09:00,6.6,675.6,52,1,-2.7,0,0,6
30.11.2019 12:00,13.2,675.4,40,1,-0.1,0,0,6
30.11.2019 15:00,12.5,676.0,46,1,1.2,0,0,6
30.11.2019 18:00,5.5,677.9,73,2,0.9,0,0,6
30.11.2019 21:00,3.3,678.7,77,2,-0.4,0,0,6
01.12.2019 00:00,1.4,679.1,78,2,-2.1,0,0,6
01.12.2019 03:00,0.1,678.7,85,1,-2.1,0,0,6
01.12.2019 06:00,-1.5,678.2,92,2,-2.6,0,0,6
01.12.2019 09:00,0.4,677.2,78,1,-3.0,0,6,6
01.12.2019 12:00,4.7,675.1,68,1,-0.8,0,6,6
01.12.2019 15:00,6.1,675.3,63,1,-0.5,0,6,6
01.12.2019 18:00,4.1,677.2,69,1,-1.1,0,6,6
01.12.2019 21:00,3.2,679.4,93,2,2.2,0,6,6
02.12.2019 00:00,0.5,680.9,96,2,-0.1,0,6,6
02.12.2019 03:00,-0.6,682.1,96,1,-1.2,0,6,6
02.12.2019 06:00,-1.5,683.5,92,1,-2.6,6,6,6
02.12.2019 09:00,-2.2,685.0,94,0,-3.1,0,0,0
02.12.2019 12:00,-2.0,685.0,92,1,-3.2,0,0,0
02.12.2019 15:00,-2.3,685.5,94,1,-3.1,0,0,0
02.12.2019 18:00,-2.8,685.3,96,0,-3.3,0,0,0
02.12.2019 21:00,-4.2,685.0,87,2,-6.1,0,0,7
03.12.2019 00:00,-7.7,684.1,91,1,-8.9,0,0,7
03.12.2019 03:00,-9.1,682.9,90,1,-10.5,0,0,7
03.12.2019 06:00,-8.2,681.4,87,1,-10.0,0,0,7
03.12.2019 09:00,-4.8,680.8,85,1,-6.9,0,0,7
03.12.2019 12:00,0.8,679.2,66,1,-4.9,0,0,7
03.12.2019 15:00,0.3,678.4,72,0,-4.3,0,0,7
03.12.2019 18:00,-2.3,678.1,90,2,-3.7,0,0,7
03.12.2019 21:00,-0.4,678.1,80,1,-3.4,0,7,7
04.12.2019 00:00,-0.4,680.3,82,3,-3.2,0,7,7
04.12.2019 03:00,-1.4,680.5,84,1,-3.8,0,7,7
04.12.2019 06:00,-1.6,681.3,79,0,-4.8,0,7,7
04.12.2019 09:00,-3.9,682.7,89,1,-5.5,0,7,7
04.12.2019 12:00,-4.9,683.2,89,1,-6.4,0,7,7
04.12.2019 15:00,-4.7,683.5,91,1,-6.0,0,7,7
04.12.2019 18:00,-5.8,685.0,89,0,-7.4,7,7,7
04.12.2019 21:00,-10.3,686.0,87,2,-12.1,0,0,0
05.12.2019 00:00,-12.1,686.8,85,1,-14.2,0,0,0
05.12.2019 03:00,-13.9,686.4,86,2,-15.7,0,0,0
05.12.2019 06:00,-13.7,685.9,78,2,-16.8,0,0,0
05.12.2019 09:00,-9.9,687.3,72,2,-14.1,0,0,0
05.12.2019 12:00,0.5,687.0,43,1,-10.9,0,0,0
05.12.2019 15:00,1.1,686.9,41,1,-10.8,0,0,0
05.12.2019 18:00,-7.3,687.6,68,2,-12.2,0,0,0
05.12.2019 21:00,-7.8,688.5,59,2,-14.4,0,0,0
06.12.2019 00:00,-7.4,688.6,57,2,-14.6,0,0,0
06.12.2019 03:00,-7.6,688.7,61,2,-14.0,0,0,0
06.12.2019 06:00,-7.7,688.6,63,2,-13.6,0,0,0
06.12.2019 09:00,-4.7,689.1,54,2,-12.6,0,0,0
06.12.2019 12:00,3.6,688.3,26,1,-14.2,0,0,0
06.12.2019 15:00,4.7,687.2,34,1,-10.0,0,0,0
06.12.2019 18:00,-4.1,688.0,69,1,-9.1,0,0,0
06.12.2019 21:00,-6.1,687.7,70,2,-10.7,0,0,0
07.12.2019 00:00,-5.9,687.1,69,2,-10.8,0,0,0
07.12.2019 03:00,-6.3,686.2,74,2,-10.2,0,0,0
07.12.2019 06:00,-5.0,685.4,61,2,-11.5,0,0,0
07.12.2019 09:00,-2.3,685.1,55,2,-10.3,0,0,0
07.12.2019 12:00,6.1,683.8,30,1,-10.3,0,0,0
07.12.2019 15:00,6.6,682.3,28,3,-10.6,0,0,0
07.12.2019 18:00,-1.9,682.1,56,2,-9.7,0,0,0
07.12.2019 21:00,-3.8,681.3,61,2,-10.4,0,0,0
08.12.2019 00:00,-4.8,680.2,66,2,-10.2,0,0,0
08.12.2019 03:00,-3.7,679.5,62,2,-10.1,0,0,0
08.12.2019 06:00,-3.1,678.8,63,2,-9.3,0,0,0
08.12.2019 09:00,-0.5,678.9,53,2,-8.9,0,0,0
08.12.2019 12:00,8.9,677.9,28,1,-8.8,0,0,0
08.12.2019 15:00,7.3,678.2,35,1,-7.3,0,0,0
08.12.2019 18:00,0.6,679.6,61,0,-6.1,0,0,0
08.12.2019 21:00,-3.8,680.0,79,1,-6.9,0,0,0
09.12.2019 00:00,-4.3,680.4,80,1,-7.3,0,0,0
09.12.2019 03:00,-1.0,680.8,72,1,-5.4,0,0,0
09.12.2019 06:00,-1.7,681.1,78,0,-5.0,0,0,0
09.12.2019 09:00,-0.9,681.8,63,1,-7.1,0,0,0
09.12.2019 12:00,5.5,681.4,43,1,-6.1,0,0,0
09.12.2019 15:00,7.3,681.4,43,1,-4.7,0,0,0
09.12.2019 18:00,0.1,682.0,67,3,-5.3,0,0,0
09.12.2019 21:00,-1.8,682.3,72,2,-6.2,0,0,0
10.12.2019 00:00,-2.4,682.0,75,1,-6.3,0,0,0
10.12.2019 03:00,-3.5,682.1,78,2,-6.9,0,0,0
10.12.2019 06:00,-2.9,682.2,77,1,-6.5,0,0,0
10.12.2019 09:00,0.2,682.3,68,1,-5.0,0,0,0
10.12.2019 12:00,7.2,681.3,41,1,-5.4,0,0,0
10.12.2019 15:00,7.1,680.9,41,3,-5.4,0,0,0
10.12.2019 18:00,1.9,681.6,64,3,-4.3,0,0,0
10.12.2019 21:00,-2.5,681.9,76,2,-6.2,0,0,0
11.12.2019 00:00,-3.2,682.0,68,2,-8.4,0,0,0
11.12.2019 03:00,-4.0,681.9,72,2,-8.4,0,0,0
11.12.2019 06:00,-3.9,682.0,72,2,-8.3,0,0,0
11.12.2019 09:00,-1.0,682.3,61,1,-7.7,0,0,0
11.12.2019 12:00,7.1,681.8,35,1,-7.4,0,0,0
11.12.2019 15:00,7.2,681.9,39,1,-5.8,0,0,0
11.12.2019 18:00,-1.0,682.4,69,2,-6.1,0,0,0
11.12.2019 21:00,-2.6,682.4,71,2,-7.2,0,0,0
12.12.2019 00:00,-2.9,682.5,71,2,-7.5,0,0,0
12.12.2019 03:00,-3.4,682.2,74,2,-7.5,0,0,0
12.12.2019 06:00,-2.9,681.5,66,2,-8.4,0,0,0
12.12.2019 09:00,-1.1,681.3,60,1,-7.9,0,0,0
12.12.2019 12:00,5.4,680.3,38,1,-7.8,0,0,0
12.12.2019 15:00,5.2,679.5,45,3,-6.0,0,0,0
12.12.2019 18:00,1.1,679.1,66,2,-4.6,0,0,0
12.12.2019 21:00,-0.3,678.7,69,2,-5.3,0,0,0
13.12.2019 00:00,-0.8,678.0,71,2,-5.5,0,0,0
13.12.2019 03:00,-5.7,677.3,93,2,-6.7,0,0,0
13.12.2019 06:00,-6.9,676.9,95,0,-7.6,0,0,0
13.12.2019 09:00,-6.8,677.2,93,1,-7.7,0,0,0
13.12.2019 12:00,-0.7,676.6,72,1,-5.2,0,0,0
13.12.2019 15:00,0.7,676.5,63,1,-5.7,0,0,0
13.12.2019 18:00,-1.1,676.9,76,1,-4.8,0,0,0
13.12.2019 21:00,-2.6,676.9,75,1,-6.5,0,0,0
14.12.2019 00:00,-3.4,677.2,75,2,-7.2,0,0,0
14.12.2019 03:00,0.5,677.5,52,2,-8.3,0,0,0
14.12.2019 06:00,0.9,677.6,51,2,-8.1,0,0,0
14.12.2019 09:00,1.3,678.7,50,2,-8.0,0,0,0
14.12.2019 12:00,12.8,678.1,23,2,-8.1,0,0,0
14.12.2019 15:00,12.8,678.1,24,2,-7.5,0,0,0
14.12.2019 18:00,5.8,678.6,44,3,-5.6,0,0,0
14.12.2019 21:00,5.6,678.5,42,3,-6.3,0,0,0
15.12.2019 00:00,2.8,678.6,57,2,-5.0,0,0,0
15.12.2019 03:00,2.6,679.0,59,3,-4.8,0,0,0
15.12.2019 06:00,2.0,679.3,64,2,-4.1,0,0,0
15.12.2019 09:00,5.9,680.2,56,1,-2.4,0,0,0
15.12.2019 12:00,10.3,680.2,35,1,-4.8,0,0,0
15.12.2019 15:00,9.3,681.1,44,2,-2.5,0,0,0
15.12.2019 18:00,5.4,681.6,61,3,-1.5,0,0,0
15.12.2019 21:00,2.5,681.6,77,2,-1.1,0,0,0
16.12.2019 00:00,2.2,682.3,74,3,-2.1,0,0,0
16.12.2019 03:00,2.9,682.9,66,1,-3.0,0,0,0
16.12.2019 06:00,2.3,684.2,68,1,-3.1,0,0,0
16.12.2019 09:00,3.3,685.7,71,1,-1.5,0,0,0
16.12.2019 12:00,5.6,686.2,83,0,2.9,0,0,0
16.12.2019 15:00,5.1,686.8,79,1,1.7,0,0,0
16.12.2019 18:00,3.2,687.4,83,1,0.5,0,0,0
16.12.2019 21:00,-0.7,687.7,93,3,-1.7,0,0,0
17.12.2019 00:00,-1.1,687.6,75,1,-5.0,0,0,0
17.12.2019 03:00,0.5,687.6,67,2,-5.0,0,0,0
17.12.2019 06:00,-0.2,687.6,61,3,-6.9,0,0,0
17.12.2019 09:00,0.4,688.5,58,2,-6.9,0,0,0
17.12.2019 12:00,8.3,687.9,36,1,-6.0,0,0,0
17.12.2019 15:00,8.6,687.5,35,1,-6.2,0,0,0
17.12.2019 18:00,2.3,687.8,61,2,-4.6,0,0,0
17.12.2019 21:00,1.6,687.7,60,2,-5.4,0,0,0
18.12.2019 00:00,-0.4,687.1,65,3,-6.3,0,0,0
18.12.2019 03:00,-0.8,687.0,64,2,-6.9,0,0,0
18.12.2019 06:00,-0.3,686.9,61,2,-6.9,0,0,0
18.12.2019 09:00,2.3,687.4,51,1,-6.8,0,0,0
18.12.2019 12:00,11.8,687.1,23,1,-8.8,0,0,0
18.12.2019 15:00,13.2,686.8,21,1,-8.9,0,0,0
18.12.2019 18:00,3.8,687.3,50,2,-5.7,0,0,0
18.12.2019 21:00,1.8,687.3,52,2,-7.2,0,0,0
19.12.2019 00:00,2.8,686.8,46,2,-7.9,0,0,0
19.12.2019 03:00,2.3,686.7,47,3,-8.1,0,0,0
19.12.2019 06:00,2.8,686.1,47,3,-7.4,0,0,0
19.12.2019 09:00,6.2,686.3,39,3,-7.0,0,0,0
19.12.2019 12:00,16.7,685.6,18,1,-7.5,0,0,0
19.12.2019 15:00,16.7,685.4,16,1,-9.0,0,0,0
19.12.2019 18:00,7.4,686.7,35,2,-7.1,0,0,0
19.12.2019 21:00,9.1,686.3,30,1,-7.5,0,0,0
20.12.2019 00:00,8.9,686.7,31,1,-7.4,0,0,0
20.12.2019 03:00,8.2,686.2,37,2,-5.9,0,0,0
20.12.2019 06:00,3.9,686.8,57,2,-3.9,0,0,0
20.12.2019 09:00,1.7,687.6,69,2,-3.5,0,0,0
20.12.2019 12:00,11.7,686.5,33,3,-4.0,0,0,0
20.12.2019 15:00,11.6,686.1,38,2,-2.3,0,0,0
20.12.2019 18:00,3.1,686.5,65,2,-3.0,0,0,0
20.12.2019 21:00,0.5,686.4,72,3,-4.1,0,0,0
21.12.2019 00:00,0.3,685.7,69,2,-4.8,0,0,0
21.12.2019 03:00,0.4,684.7,66,1,-5.3,0,0,0
21.12.2019 06:00,0.0,684.0,64,2,-6.0,0,0,0
21.12.2019 09:00,4.1,683.6,45,2,-6.8,0,0,0
21.12.2019 12:00,12.2,682.6,24,0,-7.7,0,0,0
21.12.2019 15:00,11.0,681.7,33,0,-4.8,0,0,0
21.12.2019 18:00,5.8,681.4,41,2,-6.6,0,0,0
21.12.2019 21:00,5.7,681.0,38,1,-7.6,0,0,0
22.12.2019 00:00,4.9,680.8,43,2,-6.8,0,0,0
22.12.2019 03:00,4.4,680.8,44,1,-6.8,0,0,0
22.12.2019 06:00,4.2,680.6,44,2,-7.0,0,0,0
22.12.2019 09:00,4.7,681.0,41,1,-7.5,0,0,0
22.12.2019 12:00,13.6,679.6,21,2,-8.2,0,0,0
22.12.2019 15:00,13.9,678.7,25,2,-5.9,0,0,0
22.12.2019 18:00,7.2,678.6,39,1,-5.8,0,0,0
22.12.2019 21:00,5.2,678.5,45,3,-5.9,0,0,0
23.12.2019 00:00,4.4,678.8,45,1,-6.6,0,0,0
23.12.2019 03:00,5.2,678.7,43,1,-6.5,0,0,0
23.12.2019 06:00,4.9,678.0,47,2,-5.6,0,0,0
23.12.2019 09:00,5.6,677.9,42,2,-6.4,0,0,0
23.12.2019 12:00,13.0,676.5,25,1,-6.6,0,0,0
23.12.2019 15:00,7.2,675.7,60,1,-0.1,0,0,0
23.12.2019 18:00,2.5,675.6,83,1,-0.1,0,0,0
23.12.2019 21:00,4.3,674.9,61,1,-2.6,0,0,0
24.12.2019 00:00,3.0,674.1,56,1,-5.1,0,0,0
24.12.2019 03:00,2.8,674.0,46,2,-7.9,0,0,0
24.12.2019 06:00,3.4,674.4,44,2,-7.8,0,0,0
24.12.2019 09:00,5.0,674.9,38,2,-8.4,0,0,0
24.12.2019 12:00,16.5,673.9,17,1,-8.5,0,0,0
24.12.2019 15:00,14.9,674.2,18,1,-9.3,0,0,0
24.12.2019 18:00,5.8,674.2,41,2,-6.6,0,0,0
24.12.2019 21:00,3.9,674.0,46,2,-6.8,0,0,0
25.12.2019 00:00,4.3,673.7,43,2,-7.3,0,0,0
25.12.2019 03:00,3.8,673.9,44,2,-7.6,0,0,0
25.12.2019 06:00,4.4,673.9,46,3,-6.2,0,0,0
25.12.2019 09:00,6.2,674.5,42,1,-5.9,0,0,0
25.12.2019 12:00,12.9,673.9,26,1,-6.2,0,0,0
25.12.2019 15:00,11.9,673.9,28,0,-6.2,0,0,0
25.12.2019 18:00,6.4,674.6,44,2,-5.0,0,0,0
25.12.2019 21:00,4.2,674.3,43,2,-7.5,0,0,0
26.12.2019 00:00,3.2,673.6,41,2,-8.8,0,0,0
26.12.2019 03:00,1.3,673.2,50,2,-8.1,0,0,0
26.12.2019 06:00,1.8,673.2,54,2,-6.6,0,0,0
26.12.2019 09:00,4.0,673.7,57,2,-3.9,0,0,0
26.12.2019 12:00,12.3,673.5,32,0,-4.0,0,0,0
26.12.2019 15:00,12.6,673.5,33,1,-3.5,0,0,0
26.12.2019 18:00,3.6,674.4,62,3,-3.1,0,0,0
26.12.2019 21:00,1.3,674.5,69,1,-3.8,0,0,0
27.12.2019 00:00,0.5,674.1,71,2,-4.3,0,0,0
27.12.2019 03:00,1.1,673.7,67,1,-4.4,0,0,0
27.12.2019 06:00,0.3,673.5,69,2,-4.7,0,0,0
27.12.2019 09:00,1.5,674.0,64,1,-4.6,0,0,0
27.12.2019 12:00,7.7,673.6,46,0,-3.2,0,0,0
27.12.2019 15:00,8.5,673.7,48,1,-2.0,0,0,0
27.12.2019 18:00,3.5,674.8,69,1,-1.8,0,0,0
27.12.2019 21:00,1.6,675.5,77,2,-2.0,0,0,0
28.12.2019 00:00,0.5,675.7,80,1,-2.6,0,0,0
28.12.2019 03:00,0.5,676.6,81,2,-2.5,0,0,0
28.12.2019 06:00,-0.4,678.1,87,1,-2.3,0,0,0
28.12.2019 09:00,0.7,679.3,89,0,-1.0,0,0,0
28.12.2019 12:00,2.4,679.9,80,0,-0.8,0,0,0
28.12.2019 15:00,3.8,680.0,69,0,-1.4,0,0,0
28.12.2019 18:00,2.3,680.5,80,1,-0.9,0,0,0
28.12.2019 21:00,0.1,680.8,85,1,-2.1,0,0,0
29.12.2019 00:00,2.1,681.1,82,2,-0.7,0,0,0
29.12.2019 03:00,0.0,681.4,83,1,-2.5,0,0,0
29.12.2019 06:00,-0.6,681.4,80,1,-3.6,0,0,0
29.12.2019 09:00,0.6,681.9,74,3,-3.5,0,0,0
29.12.2019 12:00,4.3,681.9,62,1,-2.5,0,0,0
29.12.2019 15:00,2.7,682.3,71,4,-2.1,0,0,0
29.12.2019 18:00,-0.3,683.0,85,3,-2.6,0,0,0
29.12.2019 21:00,-2.2,683.3,88,1,-3.9,0,0,0
30.12.2019 00:00,-2.6,683.4,95,0,-3.3,0,0,0
30.12.2019 03:00,-4.0,683.5,96,1,-4.6,0,0,0
30.12.2019 06:00,-3.4,684.1,94,0,-4.3,0,0,0
30.12.2019 09:00,-3.0,684.6,94,0,-3.8,0,0,0
30.12.2019 12:00,2.8,684.1,65,1,-3.3,0,0,0
30.12.2019 15:00,2.7,684.2,73,1,-1.8,0,0,0
30.12.2019 18:00,-1.9,684.5,94,1,-2.7,0,0,0
30.12.2019 21:00,-4.2,684.1,95,1,-4.9,0,0,0
31.12.2019 00:00,-3.5,683.2,96,0,-4.1,0,0,0
31.12.2019 03:00,-1.4,682.4,84,1,-3.8,0,0,0
31.12.2019 06:00,-2.7,681.5,86,2,-4.8,0,0,0
31.12.2019 09:00,-0.4,681.5,75,1,-4.3,0,0,0
31.12.2019 12:00,8.4,680.5,43,1,-3.7,0,0,0
31.12.2019 15:00,8.2,679.7,51,1,-1.5,0,0,0
31.12.2019 18:00,0.6,679.6,78,2,-2.9,0,0,0
31.12.2019 21:00,-1.1,679.0,80,1,-4.2,0,0,0
01.01.2020 00:00,-1.6,678.1,77,2,-5.2,0,0,0
01.01.2020 03:00,0.2,681.8,48,3,-9.7,0,0,0
01.01.2020 06:00,-0.2,682.3,47,2,-10.4,0,0,0
01.01.2020 09:00,1.9,683.0,41,2,-10.2,0,0,0
01.01.2020 12:00,12.4,682.9,19,1,-10.4,0,0,0
01.01.2020 15:00,3.6,676.2,60,1,-3.6,0,0,0
01.01.2020 18:00,5.7,683.4,40,4,-6.9,0,0,0
01.01.2020 21:00,-0.6,679.5,94,0,-1.4,0,0,0
02.01.2020 00:00,-0.7,680.3,81,1,-3.6,0,0,0
02.01.2020 03:00,-1.1,681.1,82,1,-3.8,0,0,0
02.01.2020 06:00,-1.5,682.0,76,0,-5.3,0,0,0
02.01.2020 09:00,-2.2,683.3,86,1,-4.2,0,0,0
02.01.2020 12:00,-2.0,683.8,86,1,-4.1,0,0,0
02.01.2020 15:00,-2.1,684.0,81,1,-5.0,0,0,0
02.01.2020 18:00,-1.9,684.8,77,0,-5.4,0,0,0
02.01.2020 21:00,-4.7,685.3,82,2,-7.3,0,0,0
03.01.2020 00:00,-3.5,685.4,76,2,-7.2,0,0,0
03.01.2020 03:00,-6.8,685.3,85,1,-8.9,0,0,0
03.01.2020 06:00,-8.4,685.0,83,2,-10.8,0,0,0
03.01.2020 09:00,-6.0,685.3,69,1,-10.9,0,0,0
03.01.2020 12:00,0.2,684.4,43,1,-11.1,0,0,0
03.01.2020 15:00,0.4,683.8,62,1,-6.2,0,0,0
03.01.2020 18:00,-3.0,684.1,75,0,-6.8,0,0,0
03.01.2020 21:00,-4.7,683.8,72,2,-9.1,0,0,0
04.01.2020 00:00,-8.0,682.7,77,1,-11.3,0,0,0
04.01.2020 03:00,-8.1,681.9,69,1,-12.9,0,0,0
04.01.2020 06:00,-8.7,680.6,70,2,-13.3,0,0,0
04.01.2020 09:00,-6.6,680.7,53,1,-14.8,0,0,0
04.01.2020 12:00,2.0,679.4,26,1,-15.5,0,0,0
04.01.2020 15:00,3.4,678.4,49,1,-6.3,0,0,0
04.01.2020 18:00,-4.4,678.2,63,2,-10.4,0,0,0
04.01.2020 21:00,-6.0,678.0,61,2,-12.3,0,0,0
05.01.2020 00:00,-6.4,677.7,58,2,-13.4,0,0,0
05.01.2020 03:00,-5.7,677.5,46,2,-15.7,0,0,0
05.01.2020 06:00,-5.4,677.5,39,2,-17.4,0,0,0
05.01.2020 09:00,-4.2,678.1,34,2,-17.7,0,0,0
05.01.2020 12:00,5.3,677.9,19,1,-16.9,0,0,0
05.01.2020 15:00,6.1,678.0,21,2,-14.9,0,0,0
05.01.2020 18:00,-0.4,679.3,42,2,-11.8,0,0,0
05.01.2020 21:00,-2.1,680.2,59,2,-9.2,0,0,0
06.01.2020 00:00,-3.6,680.5,63,2,-9.8,0,0,0
06.01.2020 03:00,-4.1,681.1,62,2,-10.3,0,0,0
06.01.2020 06:00,-4.3,681.1,60,2,-11.0,0,0,0
06.01.2020 09:00,-3.5,681.9,53,2,-11.7,0,0,0
06.01.2020 12:00,7.0,681.3,23,3,-13.1,0,0,0
06.01.2020 15:00,6.0,681.1,26,6,-12.2,0,0,0
06.01.2020 18:00,2.1,681.7,30,5,-14.0,0,0,0
06.01.2020 21:00,0.9,681.5,38,3,-12.0,0,0,0
07.01.2020 00:00,-2.4,681.1,52,0,-11.0,0,0,0
07.01.2020 03:00,-2.0,681.0,50,0,-11.1,0,0,0
07.01.2020 06:00,-2.3,680.2,55,1,-10.2,0,0,0
07.01.2020 09:00,-3.1,680.5,67,1,-8.4,0,0,0
07.01.2020 12:00,0.9,680.2,49,0,-8.6,0,0,0
07.01.2020 15:00,3.6,680.2,46,0,-7.1,0,0,0
07.01.2020 18:00,0.3,680.8,72,1,-4.3,0,0,0
07.01.2020 21:00,-1.2,681.0,63,2,-7.5,0,0,2
08.01.2020 00:00,-2.7,680.6,64,1,-8.7,0,0,2
08.01.2020 03:00,-3.5,680.6,66,2,-9.0,0,0,2
08.01.2020 06:00,-3.3,679.9,65,1,-9.0,0,0,2
08.01.2020 09:00,2.4,679.9,45,1,-8.4,0,0,5
08.01.2020 12:00,8.7,679.0,43,3,-3.4,0,0,5
08.01.2020 15:00,2.2,678.7,71,2,-2.6,0,0,5
08.01.2020 18:00,-1.8,679.6,92,0,-3.0,0,0,5
08.01.2020 21:00,-2.6,680.1,96,2,-3.1,0,2,10
09.01.2020 00:00,-4.9,679.9,97,1,-5.3,0,2,10
09.01.2020 03:00,-5.1,680.3,95,1,-5.8,0,2,10
09.01.2020 06:00,-6.3,679.9,94,1,-7.1,0,2,10
09.01.2020 09:00,-5.5,680.5,95,0,-6.2,0,5,10
09.01.2020 12:00,1.3,680.2,68,1,-4.0,0,5,10
09.01.2020 15:00,0.3,680.2,77,1,-3.3,0,5,10
09.01.2020 18:00,-1.4,681.4,94,0,-2.2,2,5,10
09.01.2020 21:00,-1.3,682.0,96,0,-1.9,0,8,8
10.01.2020 00:00,-2.0,681.5,96,0,-2.5,0,8,8
10.01.2020 03:00,-2.7,681.8,94,0,-3.5,0,8,8
10.01.2020 06:00,-1.9,682.2,96,0,-2.5,3,8,8
10.01.2020 09:00,-1.3,682.7,95,0,-2.0,0,5,5
10.01.2020 12:00,0.2,682.4,90,0,-1.3,0,5,5
10.01.2020 15:00,0.2,682.3,88,1,-1.6,0,5,5
10.01.2020 18:00,-1.3,682.9,92,0,-2.4,5,5,5
10.01.2020 21:00,-3.1,683.2,94,1,-4.0,0,0,3
11.01.2020 00:00,-4.1,683.4,87,1,-6.0,0,0,3
11.01.2020 03:00,-4.2,683.8,91,2,-5.4,0,0,3
11.01.2020 06:00,-1.6,683.9,81,2,-4.5,0,0,3
11.01.2020 09:00,-2.0,684.0,86,2,-4.1,0,0,4
11.01.2020 12:00,2.7,683.4,63,0,-3.7,0,0,4
11.01.2020 15:00,2.7,682.8,66,0,-3.1,0,0,4
11.01.2020 18:00,-0.4,682.4,77,2,-4.0,0,0,4
11.01.2020 21:00,-0.3,681.3,80,0,-3.4,0,3,4
12.01.2020 00:00,0.2,680.2,81,0,-2.7,0,3,4
12.01.2020 03:00,1.1,679.3,81,2,-1.8,0,3,4
12.01.2020 06:00,1.2,678.5,86,0,-0.9,0,3,4
12.01.2020 09:00,0.8,679.3,87,1,-1.1,0,4,4
12.01.2020 12:00,0.6,678.6,92,1,-0.5,0,4,4
12.01.2020 15:00,0.8,678.4,94,0,-0.1,0,4,4
12.01.2020 18:00,-1.4,680.2,92,2,-2.5,3,4,4
12.01.2020 21:00,-2.7,681.1,90,1,-4.2,0,1,1
13.01.2020 00:00,-3.2,681.7,88,1,-5.0,0,1,1
13.01.2020 03:00,-3.5,682.9,90,1,-4.9,0,1,1
13.01.2020 06:00,-3.6,683.8,86,1,-5.6,1,1,1
13.01.2020 09:00,-3.1,684.5,78,0,-6.4,0,0,0
13.01.2020 12:00,-0.9,683.8,65,1,-6.8,0,0,0
13.01.2020 15:00,2.1,683.8,56,2,-5.9,0,0,0
13.01.2020 18:00,-0.1,684.7,73,2,-4.5,0,0,0
13.01.2020 21:00,-2.6,685.3,75,2,-6.4,0,0,0
14.01.2020 00:00,-2.6,685.3,75,3,-6.4,0,0,0
14.01.2020 03:00,-3.9,685.9,74,2,-7.9,0,0,0
14.01.2020 06:00,-5.1,686.3,72,3,-9.5,0,0,0
14.01.2020 09:00,-3.7,686.9,63,2,-9.7,0,0,0
14.01.2020 12:00,1.6,686.5,49,1,-8.1,0,0,0
14.01.2020 15:00,1.8,686.3,62,1,-4.8,0,0,0
14.01.2020 18:00,-4.4,686.3,83,1,-6.9,0,0,0
14.01.2020 21:00,-7.5,686.2,85,1,-9.6,0,0,0
15.01.2020 00:00,-8.1,686.2,89,1,-9.6,0,0,0
15.01.2020 03:00,-3.8,687.1,82,1,-6.4,0,0,0
15.01.2020 06:00,-3.3,686.8,83,1,-5.8,0,0,0
15.01.2020 09:00,-1.8,688.4,84,0,-4.1,0,0,0
15.01.2020 12:00,0.2,688.3,75,1,-3.8,0,0,0
15.01.2020 15:00,-1.4,689.0,69,1,-6.5,0,0,0
15.01.2020 18:00,-2.3,690.1,79,1,-5.5,0,0,0
15.01.2020 21:00,-2.3,690.4,76,1,-6.0,0,0,0
16.01.2020 00:00,-2.8,690.4,79,1,-6.0,0,0,0
16.01.2020 03:00,-5.6,690.4,68,1,-10.7,0,0,0
16.01.2020 06:00,-4.0,689.7,62,2,-10.2,0,0,0
16.01.2020 09:00,-5.3,690.3,57,1,-12.6,0,0,0
16.01.2020 12:00,1.0,689.4,38,4,-11.7,0,0,0
16.01.2020 15:00,2.2,688.6,44,3,-8.9,0,0,0
16.01.2020 18:00,-3.1,688.9,81,1,-6.0,0,0,0
16.01.2020 21:00,-5.6,688.5,78,1,-8.8,0,0,0
17.01.2020 00:00,-7.7,687.5,77,2,-11.1,0,0,0
17.01.2020 03:00,-7.9,686.5,68,2,-12.8,0,0,0
17.01.2020 06:00,-7.8,685.9,60,2,-14.2,0,0,0
17.01.2020 09:00,-6.1,685.6,56,1,-13.6,0,0,0
17.01.2020 12:00,5.5,684.1,21,1,-15.4,0,0,0
17.01.2020 15:00,4.6,682.9,34,1,-10.2,0,0,0
17.01.2020 18:00,-3.2,683.8,61,1,-9.8,0,0,0
17.01.2020 21:00,-6.5,683.5,83,2,-9.0,0,0,0
18.01.2020 00:00,-7.4,683.2,83,2,-9.8,0,0,0
18.01.2020 03:00,-8.0,683.4,79,1,-11.0,0,0,0
18.01.2020 06:00,-7.0,684.1,93,1,-7.9,0,0,0
18.01.2020 09:00,-6.7,685.0,93,1,-7.7,0,0,0
18.01.2020 12:00,-5.1,685.0,84,1,-7.4,0,0,0
18.01.2020 15:00,-4.3,684.4,80,0,-7.2,0,0,0
18.01.2020 18:00,-4.5,685.0,77,2,-8.0,0,0,0
18.01.2020 21:00,-4.3,685.1,79,1,-7.4,0,0,0
19.01.2020 00:00,-4.3,684.6,79,2,-7.4,0,0,0
19.01.2020 03:00,-4.3,684.6,75,2,-8.2,0,0,0
19.01.2020 06:00,-4.8,684.6,75,2,-8.6,0,0,0
