datetime,t,p0,humid,windspd,Td,rrr,mm24,mm48
08.03.2020 12:00,19.5,685.9,19,1,-4.5,0,0,0
08.03.2020 15:00,19.9,685.6,21,2,-3.2,0,0,0
08.03.2020 18:00,14.8,686.2,40,1,1.4,0,0,0
08.03.2020 21:00,7.8,686.9,57,2,-0.2,0,0,0
09.03.2020 00:00,5.2,686.9,63,2,-1.4,0,0,0
09.03.2020 03:00,4.2,686.3,63,2,-2.3,0,0,0
09.03.2020 06:00,3.5,685.9,64,2,-2.8,0,0,0
09.03.2020 09:00,12.6,685.5,36,1,-2.2,0,0,0
09.03.2020 12:00,20.0,683.7,14,5,-8.0,0,0,0
09.03.2020 15:00,19.4,682.5,20,4,-4.0,0,0,0
09.03.2020 18:00,13.5,682.0,45,4,1.8,0,0,0
09.03.2020 21:00,9.8,681.4,64,3,3.2,0,0,0
10.03.2020 00:00,6.1,680.2,64,1,-0.2,0,0,0
10.03.2020 03:00,3.8,679.2,61,2,-3.2,0,0,0
10.03.2020 06:00,3.1,678.6,49,2,-6.8,0,0,0
10.03.2020 09:00,14.2,678.2,21,1,-7.8,0,0,0
10.03.2020 12:00,21.9,677.4,13,2,-7.4,0,0,0
10.03.2020 15:00,23.2,677.4,13,2,-6.5,0,0,0
10.03.2020 18:00,16.4,677.8,26,1,-3.1,0,0,0
10.03.2020 21:00,9.1,679.0,40,2,-3.8,0,0,0
11.03.2020 00:00,7.2,679.3,43,2,-4.8,0,0,0
11.03.2020 03:00,8.2,679.5,33,2,-7.3,0,0,0
11.03.2020 06:00,6.2,680.4,46,2,-4.8,0,0,0
11.03.2020 09:00,12.3,680.9,36,1,-2.6,0,0,0
11.03.2020 12:00,19.9,680.3,19,2,-4.3,0,0,0
11.03.2020 15:00,20.3,680.2,22,1,-2.0,0,0,0
11.03.2020 18:00,14.6,681.2,43,1,2.0,0,0,0
11.03.2020 21:00,9.5,682.3,59,1,1.9,0,0,0
12.03.2020 00:00,6.7,682.5,70,2,1.6,0,0,0
12.03.2020 03:00,5.8,682.0,75,0,1.6,0,0,0
12.03.2020 06:00,3.8,682.1,79,2,0.5,0,0,0
12.03.2020 09:00,7.9,682.3,65,2,1.6,0,0,0
12.03.2020 12:00,15.1,682.0,37,2,0.3,0,0,0
12.03.2020 15:00,14.9,682.2,38,2,0.5,0,0,0
12.03.2020 18:00,11.1,683.4,55,1,2.3,0,0,0
12.03.2020 21:00,8.3,684.7,65,1,2.0,0,0,0.5
13.03.2020 00:00,5.3,684.1,74,2,1.0,0,0,0.5
13.03.2020 03:00,2.8,683.5,75,1,-1.2,0,0,0.5
13.03.2020 06:00,1.1,683.0,77,1,-2.6,0,0,0.5
13.03.2020 09:00,10.0,682.5,41,0,-2.6,0,0,5.5
13.03.2020 12:00,17.7,680.7,26,2,-2.0,0,0,5.5
13.03.2020 15:00,18.3,679.5,22,3,-3.9,0,0,5.5
13.03.2020 18:00,14.1,679.0,40,5,0.5,0,0,5.5
13.03.2020 21:00,9.5,678.9,62,3,2.5,0,0.5,5.8
14.03.2020 00:00,5.1,677.9,54,2,-3.6,0,0.5,5.8
14.03.2020 03:00,4.7,677.0,56,1,-3.5,0,0.5,5.8
14.03.2020 06:00,7.0,676.6,43,1,-4.7,0,0.5,5.8
14.03.2020 09:00,10.3,675.7,37,0,-4.0,0,5.5,6.8
14.03.2020 12:00,14.6,676.0,33,1,-1.4,0,5.5,6.8
14.03.2020 15:00,15.1,675.8,40,1,1.6,0,5.5,6.8
14.03.2020 18:00,9.8,676.7,79,0,6.3,0.5,5.5,6.8
14.03.2020 21:00,8.3,678.3,96,0,7.7,0,5.3,8.3
15.03.2020 00:00,6.8,679.0,95,0,6.1,0,5.3,8.3
15.03.2020 03:00,4.9,679.3,96,0,4.3,0,5.3,8.3
15.03.2020 06:00,4.1,679.9,96,1,3.5,5,5.3,8.3
15.03.2020 09:00,3.5,680.5,97,1,3.0,0,1.3,5.3
15.03.2020 12:00,3.3,679.9,97,1,2.8,0,1.3,5.3
15.03.2020 15:00,2.1,679.8,95,0,1.3,0,1.3,5.3
15.03.2020 18:00,0.5,680.4,94,1,-0.4,0.3,1.3,5.3
15.03.2020 21:00,-0.6,680.7,96,1,-1.2,0,3,5.5
16.03.2020 00:00,-1.7,681.3,96,1,-2.3,0,3,5.5
16.03.2020 03:00,-2.9,682.0,96,2,-3.4,0,3,5.5
16.03.2020 06:00,-3.8,682.8,95,0,-4.5,1,3,5.5
16.03.2020 09:00,-4.7,684.1,94,0,-5.5,0,4,4.5
16.03.2020 12:00,-4.8,685.1,96,0,-5.4,0,4,4.5
16.03.2020 15:00,-4.6,685.6,94,0,-5.5,0,4,4.5
16.03.2020 18:00,-4.8,686.3,94,0,-5.6,2,4,4.5
16.03.2020 21:00,-4.6,686.9,94,0,-5.4,0,2.5,2.7
17.03.2020 00:00,-5.1,686.8,94,0,-5.9,0,2.5,2.7
17.03.2020 03:00,-5.6,686.7,95,0,-6.3,0,2.5,2.7
17.03.2020 06:00,-5.1,686.8,90,0,-6.5,2,2.5,2.7
17.03.2020 09:00,-4.6,687.5,83,2,-7.1,0,0.5,0.7
17.03.2020 12:00,-3.6,686.9,81,0,-6.5,0,0.5,0.7
17.03.2020 15:00,-2.4,686.5,76,1,-6.1,0,0.5,0.7
17.03.2020 18:00,-3.7,686.7,84,4,-6.0,0.5,0.5,0.7
17.03.2020 21:00,-3.9,686.4,86,3,-5.9,0,0.2,0.4
18.03.2020 00:00,-4.1,685.9,86,4,-6.2,0,0.2,0.4
18.03.2020 03:00,-4.4,685.6,89,3,-5.9,0,0.2,0.4
18.03.2020 06:00,-4.2,685.6,84,3,-6.6,0,0.2,0.4
18.03.2020 09:00,-3.0,685.3,76,4,-6.6,0,0.2,0.4
18.03.2020 12:00,-2.3,684.4,74,4,-6.3,0,0.2,0.4
18.03.2020 15:00,-2.5,683.7,80,4,-5.6,0,0.2,0.4
18.03.2020 18:00,-3.7,683.0,86,3,-5.7,0.2,0.2,0.4
18.03.2020 21:00,-3.8,682.3,91,3,-5.1,0,0.2,0.2
19.03.2020 00:00,-3.4,681.1,86,3,-5.5,0,0.2,0.2
19.03.2020 03:00,-3.3,680.5,81,2,-6.1,0,0.2,0.2
19.03.2020 06:00,-2.7,680.4,75,1,-6.6,0,0.2,0.2
19.03.2020 09:00,-1.8,680.8,84,1,-4.1,0,0.2,0.5
19.03.2020 12:00,2.9,679.9,56,3,-5.0,0,0.2,0.5
19.03.2020 15:00,2.6,679.5,65,1,-3.4,0,0.2,0.5
19.03.2020 18:00,0.7,679.7,76,1,-3.1,0.2,0.2,0.5
19.03.2020 21:00,-0.5,680.0,94,0,-1.4,0,0,0.3
20.03.2020 00:00,-0.3,679.8,92,0,-1.4,0,0,0.3
20.03.2020 03:00,-0.5,679.7,88,1,-2.2,0,0,0.3
20.03.2020 06:00,-0.2,679.7,88,1,-2.0,0,0,0.3
20.03.2020 09:00,3.7,679.9,67,1,-1.9,0,0.3,0.3
20.03.2020 12:00,5.1,679.9,67,2,-0.5,0,0.3,0.3
20.03.2020 15:00,6.8,679.6,62,2,0.0,0,0.3,0.3
20.03.2020 18:00,4.2,680.5,73,2,-0.3,0,0.3,0.3
20.03.2020 21:00,3.8,681.6,73,1,-0.7,0,0.3,0.3
21.03.2020 00:00,2.5,681.4,88,1,0.7,0,0.3,0.3
21.03.2020 03:00,2.1,681.4,93,1,1.1,0,0.3,0.3
21.03.2020 06:00,2.2,681.7,92,1,1.0,0.3,0.3,0.3
21.03.2020 09:00,4.3,682.3,79,1,0.9,0,0,0
21.03.2020 12:00,6.7,681.9,60,1,-0.6,0,0,0
21.03.2020 15:00,7.8,681.3,58,1,-0.1,0,0,0
21.03.2020 18:00,6.0,681.7,69,1,0.7,0,0,0
21.03.2020 21:00,5.3,682.0,73,2,0.8,0,0,0
22.03.2020 00:00,4.5,681.5,77,1,0.7,0,0,0
22.03.2020 03:00,3.1,681.1,82,1,0.3,0,0,0
22.03.2020 06:00,0.5,680.7,84,1,-1.9,0,0,0
22.03.2020 09:00,7.4,680.5,59,1,-0.2,0,0,0
22.03.2020 12:00,11.8,679.3,39,3,-1.8,0,0,0
22.03.2020 15:00,12.3,679.1,44,4,0.2,0,0,0
22.03.2020 18:00,8.8,679.5,61,3,1.5,0,0,0
22.03.2020 21:00,4.3,680.7,79,2,0.9,0,0,0
23.03.2020 00:00,1.7,680.6,82,2,-1.0,0,0,0
23.03.2020 03:00,0.7,680.7,82,2,-2.0,0,0,0
23.03.2020 06:00,0.8,681.0,79,2,-2.4,0,0,0
23.03.2020 09:00,8.7,681.6,52,1,-0.6,0,0,0
23.03.2020 12:00,14.7,681.1,39,3,0.7,0,0,0
23.03.2020 15:00,14.0,681.3,37,2,-0.5,0,0,0
23.03.2020 18:00,10.9,681.9,50,1,0.7,0,0,0
23.03.2020 21:00,7.7,682.0,66,2,1.6,0,0,0
24.03.2020 00:00,6.0,681.7,76,1,2.0,0,0,0
24.03.2020 03:00,4.6,681.1,81,1,1.6,0,0,0
24.03.2020 06:00,4.7,681.3,81,2,1.7,0,0,0
24.03.2020 09:00,6.7,681.6,72,2,1.9,0,0,0
24.03.2020 12:00,9.7,681.2,60,3,2.2,0,0,0
24.03.2020 15:00,6.5,681.8,70,2,1.3,0,0,0
24.03.2020 18:00,5.4,682.7,75,2,1.2,0,0,0
24.03.2020 21:00,5.2,683.1,78,1,1.6,0,0,0
25.03.2020 00:00,5.0,682.6,75,1,0.8,0,0,0
25.03.2020 03:00,4.0,682.5,75,1,-0.1,0,0,0
25.03.2020 06:00,0.4,682.8,89,1,-1.3,0,0,0
25.03.2020 09:00,2.4,683.8,93,1,1.4,0,0,0
25.03.2020 12:00,9.9,684.1,53,3,0.8,0,0,0
25.03.2020 15:00,9.8,684.7,49,2,-0.6,0,0,0
25.03.2020 18:00,6.1,685.9,58,2,-1.7,0,0,0
25.03.2020 21:00,3.4,686.5,69,3,-1.9,0,0,0
26.03.2020 00:00,2.8,686.4,73,1,-1.7,0,0,0
26.03.2020 03:00,0.4,686.0,82,1,-2.4,0,0,0
26.03.2020 06:00,0.4,685.7,81,2,-2.6,0,0,0
26.03.2020 09:00,0.4,685.9,81,3,-2.6,0,0,0
26.03.2020 12:00,8.0,685.3,57,4,-0.2,0,0,0
26.03.2020 15:00,7.0,685.0,63,4,0.3,0,0,0
26.03.2020 18:00,5.6,685.0,71,3,0.6,0,0,0
26.03.2020 21:00,5.0,684.8,77,3,1.2,0,0,0
27.03.2020 00:00,5.6,684.0,72,3,0.8,0,0,0
27.03.2020 03:00,4.9,682.8,71,3,0.1,0,0,0
27.03.2020 06:00,3.5,682.3,73,2,-1.0,0,0,0
27.03.2020 09:00,3.6,682.2,82,1,0.8,0,0,0
27.03.2020 12:00,13.3,681.3,42,3,0.5,0,0,0
27.03.2020 15:00,8.7,681.7,62,4,1.7,0,0,0
27.03.2020 18:00,6.6,682.1,61,4,-0.4,0,0,0
27.03.2020 21:00,6.0,681.4,66,3,0.1,0,0,0
28.03.2020 00:00,4.7,680.5,73,5,0.3,0,0,0
28.03.2020 03:00,-0.1,679.9,90,0,-1.6,0,0,0
28.03.2020 06:00,-0.7,678.9,93,2,-1.7,0,0,0
28.03.2020 09:00,6.9,678.5,62,1,0.0,0,0,0
28.03.2020 12:00,12.9,677.5,49,2,2.4,0,0,0
28.03.2020 15:00,12.6,676.7,48,2,1.7,0,0,0
28.03.2020 18:00,8.3,676.9,49,2,-1.9,0,0,0
28.03.2020 21:00,5.9,676.1,69,2,0.5,0,0,14
29.03.2020 00:00,2.3,675.1,78,2,-1.2,0,0,14
29.03.2020 03:00,2.1,673.6,78,2,-1.3,0,0,14
29.03.2020 06:00,3.3,673.2,71,2,-1.5,0,0,14
29.03.2020 09:00,14.9,672.9,35,2,-0.6,0,0,17
29.03.2020 12:00,15.3,672.4,41,3,2.1,0,0,17
29.03.2020 15:00,14.3,672.1,46,2,2.8,0,0,17
29.03.2020 18:00,11.5,672.2,56,1,2.9,0,0,17
29.03.2020 21:00,9.4,672.5,65,1,3.0,0,14,17
30.03.2020 00:00,8.0,671.9,71,1,3.1,0,14,17
30.03.2020 03:00,7.4,671.7,76,1,3.4,0,14,17
30.03.2020 06:00,8.3,671.8,74,0,3.8,0,14,17
30.03.2020 09:00,7.2,672.3,95,1,6.4,0,17,17
30.03.2020 12:00,6.3,673.0,90,1,4.7,0,17,17
30.03.2020 15:00,6.6,673.4,93,1,5.6,0,17,17
30.03.2020 18:00,6.6,673.9,95,0,5.8,14,17,17
30.03.2020 21:00,6.1,675.0,94,1,5.2,0,3,5
31.03.2020 00:00,5.8,675.7,93,0,4.8,0,3,5
31.03.2020 03:00,5.7,676.1,95,0,5.0,0,3,5
31.03.2020 06:00,5.6,676.7,95,1,4.9,3,3,5
31.03.2020 09:00,6.6,678.3,90,0,5.1,0,0,13
31.03.2020 12:00,10.6,678.1,55,3,1.9,0,0,13
31.03.2020 15:00,9.8,678.1,65,3,3.4,0,0,13
31.03.2020 18:00,8.0,678.8,67,1,2.2,0,0,13
31.03.2020 21:00,6.3,679.6,76,0,2.4,0,2,13.8
01.04.2020 00:00,4.3,679.1,85,2,2.0,0,2,13.8
01.04.2020 03:00,1.6,678.7,88,2,-0.2,0,2,13.8
01.04.2020 06:00,0.7,678.5,87,2,-1.2,0,2,13.8
01.04.2020 09:00,7.2,678.7,67,2,1.4,0,13,13.8
01.04.2020 12:00,12.2,677.7,52,2,2.6,0,13,13.8
01.04.2020 15:00,7.1,677.9,83,2,4.4,0,13,13.8
01.04.2020 18:00,5.7,678.1,95,0,5.0,2,13,13.8
01.04.2020 21:00,4.1,678.7,95,0,3.4,0,11.8,11.8
02.04.2020 00:00,2.3,678.4,95,0,1.6,0,11.8,11.8
02.04.2020 03:00,0.5,678.1,96,1,-0.1,0,11.8,11.8
02.04.2020 06:00,-1.5,678.8,96,0,-2.0,11,11.8,11.8
02.04.2020 09:00,-0.5,679.3,96,1,-1.1,0,0.8,0.8
02.04.2020 12:00,3.1,678.7,91,1,1.7,0,0.8,0.8
02.04.2020 15:00,6.1,678.1,76,2,2.1,0,0.8,0.8
02.04.2020 18:00,2.9,678.4,91,0,1.5,0.8,0.8,0.8
02.04.2020 21:00,0.9,679.5,97,0,0.4,0,0,0
03.04.2020 00:00,-0.3,679.0,97,1,-0.7,0,0,0
03.04.2020 03:00,-1.8,678.1,97,1,-2.2,0,0,0
03.04.2020 06:00,-1.9,678.0,98,1,-2.2,0,0,0
03.04.2020 09:00,6.7,677.9,60,1,-0.5,0,0,0
03.04.2020 12:00,8.1,677.8,68,1,2.5,0,0,0
03.04.2020 15:00,11.2,677.4,60,1,3.7,0,0,0
03.04.2020 18:00,5.3,678.3,79,0,1.9,0,0,0
03.04.2020 21:00,2.6,679.6,93,1,1.6,0,0,0
04.04.2020 00:00,0.8,680.0,76,2,-3.0,0,0,0
04.04.2020 03:00,0.9,680.5,65,3,-5.1,0,0,0
04.04.2020 06:00,2.1,682.0,62,2,-4.6,0,0,0
04.04.2020 09:00,10.7,683.0,31,0,-6.0,0,0,0
04.04.2020 12:00,15.3,683.0,30,2,-2.1,0,0,0
04.04.2020 15:00,14.8,683.6,34,2,-1.2,0,0,0
04.04.2020 18:00,10.3,684.2,50,1,0.2,0,0,0
04.04.2020 21:00,7.6,685.6,67,2,1.7,0,0,0
05.04.2020 00:00,6.6,685.0,64,3,0.1,0,0,0
05.04.2020 03:00,3.1,684.8,79,1,-0.3,0,0,0
05.04.2020 06:00,2.3,685.1,81,2,-0.7,0,0,0
05.04.2020 09:00,7.7,685.2,66,0,1.7,0,0,0
05.04.2020 12:00,12.1,684.5,53,3,2.6,0,0,0
05.04.2020 15:00,12.0,684.3,52,2,2.3,0,0,0
05.04.2020 18:00,9.4,684.4,61,1,2.1,0,0,0
05.04.2020 21:00,7.6,684.4,71,0,2.7,0,0,0
06.04.2020 00:00,6.3,684.5,59,1,-1.2,0,0,0
06.04.2020 03:00,4.0,684.7,71,1,-0.9,0,0,0
06.04.2020 06:00,2.3,685.7,46,1,-8.2,0,0,0
06.04.2020 09:00,2.8,687.4,36,2,-10.8,0,0,0
06.04.2020 12:00,8.6,687.1,32,3,-7.4,0,0,0
06.04.2020 15:00,10.1,687.7,28,2,-7.6,0,0,0
06.04.2020 18:00,6.2,689.2,31,1,-9.7,0,0,0
06.04.2020 21:00,0.5,690.7,51,1,-8.6,0,0,0
07.04.2020 00:00,-2.7,690.7,65,1,-8.4,0,0,0
07.04.2020 03:00,-3.6,690.1,60,2,-10.4,0,0,0
07.04.2020 06:00,-4.6,689.8,60,1,-11.2,0,0,0
07.04.2020 09:00,3.5,689.9,27,1,-14.0,0,0,0
07.04.2020 12:00,8.7,688.8,20,2,-13.4,0,0,0
07.04.2020 15:00,9.0,688.5,23,2,-10.9,0,0,0
07.04.2020 18:00,4.8,689.2,33,2,-10.2,0,0,0
07.04.2020 21:00,0.2,690.6,40,2,-12.0,0,0,0
08.04.2020 00:00,-1.7,690.0,46,4,-11.9,0,0,0
08.04.2020 03:00,-3.2,689.7,48,4,-12.8,0,0,0
08.04.2020 06:00,-3.2,689.0,49,5,-12.6,0,0,0
08.04.2020 09:00,2.2,688.0,40,1,-10.2,0,0,0
08.04.2020 12:00,9.7,686.5,22,4,-11.2,0,0,0
08.04.2020 15:00,10.2,685.3,28,3,-7.5,0,0,0
08.04.2020 18:00,8.0,683.8,33,5,-7.3,0,0,0
08.04.2020 21:00,2.7,683.5,50,3,-6.8,0,0,0
09.04.2020 00:00,-0.4,682.9,63,2,-6.6,0,0,0
09.04.2020 03:00,-1.3,682.3,61,2,-7.9,0,0,0
09.04.2020 06:00,-1.2,681.4,55,2,-9.3,0,0,0
09.04.2020 09:00,10.0,681.4,23,2,-10.4,0,0,0
09.04.2020 12:00,13.4,680.9,23,2,-7.4,0,0,0
09.04.2020 15:00,14.4,680.7,21,3,-7.8,0,0,0
09.04.2020 18:00,10.2,680.7,29,2,-7.2,0,0,0
09.04.2020 21:00,5.6,681.1,40,2,-7.1,0,0,0
10.04.2020 00:00,1.6,680.4,58,1,-5.8,0,0,0
10.04.2020 03:00,-1.0,679.8,71,2,-5.6,0,0,0
10.04.2020 06:00,-1.2,679.5,70,2,-6.1,0,0,0
10.04.2020 09:00,7.9,679.2,36,1,-6.2,0,0,4
10.04.2020 12:00,14.4,678.1,29,3,-3.5,0,0,4
10.04.2020 15:00,13.8,677.8,29,2,-4.2,0,0,4
10.04.2020 18:00,10.5,677.9,40,1,-2.8,0,0,4
10.04.2020 21:00,3.7,678.7,63,2,-2.8,0,0,4.3
11.04.2020 00:00,1.0,678.4,71,2,-3.7,0,0,4.3
11.04.2020 03:00,-0.1,678.2,72,2,-4.6,0,0,4.3
11.04.2020 06:00,0.2,678.4,70,2,-4.7,0,0,4.3
11.04.2020 09:00,10.2,678.7,39,1,-3.3,0,4,4.3
11.04.2020 12:00,13.3,678.1,32,2,-3.2,0,4,4.3
11.04.2020 15:00,14.3,678.1,29,3,-3.7,0,4,4.3
11.04.2020 18:00,7.8,679.9,63,2,1.2,0,4,4.3
11.04.2020 21:00,3.9,681.6,90,1,2.4,0,4.3,4.3
12.04.2020 00:00,3.2,681.9,89,1,1.5,0,4.3,4.3
12.04.2020 03:00,2.5,681.9,76,0,-1.4,0,4.3,4.3
12.04.2020 06:00,1.0,682.3,88,1,-0.8,4,4.3,4.3
12.04.2020 09:00,1.7,683.1,68,3,-3.6,0,0.3,0.3
12.04.2020 12:00,4.0,683.2,52,3,-5.1,0,0.3,0.3
12.04.2020 15:00,4.7,683.6,48,2,-5.4,0,0.3,0.3
12.04.2020 18:00,4.0,684.4,45,2,-7.0,0.3,0.3,0.3
12.04.2020 21:00,2.7,685.5,47,2,-7.5,0,0,0
13.04.2020 00:00,0.5,685.6,61,1,-6.3,0,0,0
13.04.2020 03:00,-1.9,685.8,74,1,-6.0,0,0,0
13.04.2020 06:00,-3.1,685.9,72,2,-7.5,0,0,0
13.04.2020 09:00,4.6,685.9,42,1,-7.4,0,0,0
13.04.2020 12:00,9.2,684.9,33,1,-6.4,0,0,0
13.04.2020 15:00,12.3,683.9,27,2,-6.5,0,0,0
13.04.2020 18:00,10.3,683.6,30,1,-6.7,0,0,0
13.04.2020 21:00,4.6,683.7,53,2,-4.3,0,0,0
14.04.2020 00:00,0.5,683.2,70,2,-4.4,0,0,0
14.04.2020 03:00,-0.2,682.3,70,2,-5.1,0,0,0
14.04.2020 06:00,0.0,681.7,67,1,-5.5,0,0,0
14.04.2020 09:00,9.8,681.1,31,1,-6.7,0,0,0
14.04.2020 12:00,17.3,680.5,20,3,-5.9,0,0,0
14.04.2020 15:00,16.2,680.1,15,2,-10.8,0,0,0
14.04.2020 18:00,14.1,680.1,29,3,-3.9,0,0,0
14.04.2020 21:00,8.2,680.4,39,3,-4.9,0,0,2
15.04.2020 00:00,4.8,680.5,34,3,-10.0,0,0,2
15.04.2020 03:00,5.3,680.3,36,2,-8.6,0,0,2
15.04.2020 06:00,5.7,679.5,41,2,-6.6,0,0,2
15.04.2020 09:00,15.7,678.6,20,1,-7.5,0,0,2
15.04.2020 12:00,19.4,676.9,13,3,-9.3,0,0,2
15.04.2020 15:00,20.1,676.0,16,4,-6.2,0,0,2
15.04.2020 18:00,12.2,678.1,31,2,-4.5,0,0,2
15.04.2020 21:00,8.2,678.7,59,1,0.6,0,2,2
16.04.2020 00:00,5.5,679.0,93,1,4.4,0,2,2
16.04.2020 03:00,2.5,679.8,94,1,1.6,0,2,2
16.04.2020 06:00,1.9,679.8,95,0,1.2,0,2,2
16.04.2020 09:00,1.4,681.1,95,2,0.7,0,2,2
16.04.2020 12:00,2.8,681.2,84,1,0.3,0,2,2
16.04.2020 15:00,4.3,681.2,72,2,-0.3,0,2,2
16.04.2020 18:00,4.9,681.3,71,1,0.0,2,2,2
16.04.2020 21:00,1.0,681.5,90,1,-0.5,0,0,0
17.04.2020 00:00,-0.3,681.0,89,3,-1.9,0,0,0
17.04.2020 03:00,-0.8,681.1,86,2,-2.9,0,0,0
17.04.2020 06:00,-0.3,680.8,70,3,-5.2,0,0,0
17.04.2020 09:00,11.6,680.5,29,0,-5.8,0,0,0
17.04.2020 12:00,16.7,679.7,20,2,-6.5,0,0,0
17.04.2020 15:00,18.0,678.9,18,1,-7.0,0,0,0
17.04.2020 18:00,15.2,679.3,29,2,-2.7,0,0,0
17.04.2020 21:00,7.2,680.5,56,2,-1.0,0,0,0
18.04.2020 00:00,6.1,679.7,59,1,-1.4,0,0,0
18.04.2020 03:00,4.6,679.4,62,1,-2.1,0,0,0
18.04.2020 06:00,3.4,679.7,62,2,-3.2,0,0,0
18.04.2020 09:00,11.8,680.2,41,1,-1.3,0,0,0.3
18.04.2020 12:00,17.1,680.1,28,2,-1.4,0,0,0.3
18.04.2020 15:00,17.2,679.6,27,1,-2.1,0,0,0.3
18.04.2020 18:00,14.9,680.1,29,1,-3.1,0,0,0.3
18.04.2020 21:00,9.9,681.1,43,3,-2.1,0,0,0.3
19.04.2020 00:00,5.3,680.7,61,2,-1.6,0,0,0.3
19.04.2020 03:00,2.9,680.3,66,2,-2.9,0,0,0.3
19.04.2020 06:00,2.8,680.5,62,1,-3.8,0,0,0.3
19.04.2020 09:00,13.0,680.7,34,2,-2.6,0,0.3,6.3
19.04.2020 12:00,18.1,680.3,28,2,-0.8,0,0.3,6.3
19.04.2020 15:00,14.9,680.5,43,1,2.2,0,0.3,6.3
19.04.2020 18:00,13.9,680.4,43,7,1.5,0,0.3,6.3
19.04.2020 21:00,9.8,681.1,64,2,3.3,0,0.3,9.3
20.04.2020 00:00,5.2,681.1,79,2,1.8,0,0.3,9.3
20.04.2020 03:00,4.5,679.4,80,2,1.3,0,0.3,9.3
20.04.2020 06:00,2.7,678.7,83,1,0.1,0.3,0.3,9.3
20.04.2020 09:00,14.0,677.4,42,1,1.1,0,6,9
20.04.2020 12:00,19.6,676.0,14,2,-8.5,0,6,9
20.04.2020 15:00,19.9,674.8,17,1,-5.8,0,6,9
20.04.2020 18:00,14.5,676.0,46,4,2.8,0,6,9
20.04.2020 21:00,8.1,677.4,58,1,0.2,0,9,9.5
21.04.2020 00:00,5.5,678.1,77,1,1.8,0,9,9.5
21.04.2020 03:00,4.4,678.8,90,1,2.9,0,9,9.5
21.04.2020 06:00,0.1,679.9,96,0,-0.5,6,9,9.5
21.04.2020 09:00,2.3,680.0,92,0,1.1,0,3,3.5
21.04.2020 12:00,5.8,679.9,58,1,-2.0,0,3,3.5
21.04.2020 15:00,5.8,680.0,62,1,-1.0,0,3,3.5
21.04.2020 18:00,5.0,680.6,66,0,-0.8,3,3,3.5
21.04.2020 21:00,4.1,681.1,73,1,-0.4,0,0.5,0.5
22.04.2020 00:00,3.2,680.7,80,0,0.0,0,0.5,0.5
22.04.2020 03:00,2.4,680.2,72,0,-2.1,0,0.5,0.5
22.04.2020 06:00,0.3,680.2,94,1,-0.6,0,0.5,0.5
22.04.2020 09:00,2.1,680.3,77,0,-1.5,0,0.5,0.5
22.04.2020 12:00,3.1,680.4,76,1,-0.8,0,0.5,0.5
22.04.2020 15:00,3.4,680.2,76,2,-0.5,0,0.5,0.5
22.04.2020 18:00,3.3,680.2,72,1,-1.4,0.5,0.5,0.5
22.04.2020 21:00,2.9,680.6,79,1,-0.4,0,0,0
23.04.2020 00:00,3.3,680.5,66,0,-2.5,0,0,0
23.04.2020 03:00,2.6,680.6,73,1,-1.9,0,0,0
23.04.2020 06:00,1.4,681.1,78,0,-2.0,0,0,0
23.04.2020 09:00,4.5,681.4,54,1,-4.1,0,0,0
23.04.2020 12:00,7.3,681.0,43,1,-4.7,0,0,0
23.04.2020 15:00,8.4,680.8,39,2,-5.0,0,0,0
23.04.2020 18:00,7.5,681.1,39,2,-5.8,0,0,0
23.04.2020 21:00,3.7,682.3,59,1,-3.6,0,0,0
24.04.2020 00:00,2.0,682.3,64,2,-4.1,0,0,0
24.04.2020 03:00,-0.3,682.0,71,2,-4.9,0,0,0
24.04.2020 06:00,-1.3,681.7,75,1,-5.3,0,0,0
24.04.2020 09:00,6.9,681.3,42,2,-5.3,0,0,0
24.04.2020 12:00,11.1,680.3,30,3,-5.8,0,0,0
24.04.2020 15:00,13.4,679.0,27,2,-5.1,0,0,0
24.04.2020 18:00,11.0,678.6,30,2,-6.2,0,0,0
24.04.2020 21:00,5.0,679.0,53,3,-3.8,0,0,0
25.04.2020 00:00,3.6,678.7,61,3,-3.4,0,0,0
25.04.2020 03:00,0.8,677.7,71,2,-4.0,0,0,0
25.04.2020 06:00,0.7,676.8,72,0,-3.9,0,0,0
25.04.2020 09:00,9.5,675.4,44,4,-2.3,0,0,0
25.04.2020 12:00,13.0,674.7,31,2,-4.0,0,0,0
25.04.2020 15:00,13.0,673.9,33,2,-3.2,0,0,0
25.04.2020 18:00,11.6,673.8,35,1,-3.4,0,0,0
25.04.2020 21:00,8.1,674.1,55,3,-0.6,0,0,4
26.04.2020 00:00,4.0,674.2,72,2,-0.7,0,0,4
26.04.2020 03:00,1.9,674.0,72,2,-2.6,0,0,4
26.04.2020 06:00,1.9,674.2,66,2,-3.9,0,0,4
26.04.2020 09:00,12.4,674.2,34,2,-3.2,0,0,4.5
26.04.2020 12:00,16.5,673.8,27,2,-2.7,0,0,4.5
26.04.2020 15:00,15.0,673.7,32,1,-1.8,0,0,4.5
26.04.2020 18:00,14.9,674.0,31,1,-2.0,0,0,4.5
26.04.2020 21:00,11.6,675.8,38,2,-2.2,0,4,4.5
27.04.2020 00:00,4.5,676.0,68,2,-0.9,0,4,4.5
27.04.2020 03:00,4.0,675.6,70,2,-1.1,0,4,4.5
27.04.2020 06:00,2.7,676.0,62,1,-3.9,0,4,4.5
